year,state,district,party,committee_type,ad_spending
2006,IL,17,rep,1,119314
2006,IL,17,rep,3,29433
2006,IL,19,dem,1,48123
2006,IL,19,dem,5,317
2006,IL,19,rep,1,136633
2006,IL,19,rep,3,9338
2006,IN,1,dem,1,3840
2006,IN,1,rep,1,610
2006,IN,2,dem,1,885532
2006,IN,2,dem,3,651564
2006,IN,2,dem,2,1159569
2006,IN,2,rep,1,1867339
2006,IN,2,rep,3,77110
2006,IN,2,rep,2,383326
2006,IN,3,dem,1,37356
2006,IN,3,rep,1,490127
2006,IN,3,rep,3,914
2006,IN,3,rep,2,195827
2006,IN,4,dem,1,116286
2006,IN,4,rep,1,2275
2006,IN,5,dem,1,4559
2006,IN,5,rep,1,28769
2006,IN,6,dem,1,28840
2006,IN,6,rep,1,252191
2006,IN,7,dem,1,26919
2006,IN,7,dem,5,54
2006,IN,7,dem,2,68550
2006,IN,7,rep,1,45265
2006,IN,7,rep,3,3720
2006,IN,8,dem,1,1048994
2006,IN,8,dem,3,172476
2006,IN,8,dem,2,2014669
2006,IN,8,rep,1,358736
2006,IN,8,rep,5,14
2006,IN,8,rep,3,25583
2006,IN,8,rep,2,1870396
2006,KS,1,dem,1,4275
2006,KS,1,rep,1,378700
2006,KS,1,rep,3,69
2006,KS,2,dem,1,388665
2006,KS,2,dem,2,338912
2006,KS,2,rep,1,525195
2006,KS,2,rep,3,69
2006,KS,2,rep,2,273475
2006,KS,4,dem,1,6972
2006,KS,4,rep,1,312508
2006,KS,4,rep,3,69
2006,KY,1,dem,1,37935
2006,KY,1,rep,1,400290
2006,KY,1,rep,3,5422
2006,KY,2,dem,1,198854
2006,KY,2,dem,2,434495
2006,KY,2,rep,1,1384118
2006,KY,2,rep,3,20958
2006,KY,2,rep,2,36720
2006,KY,3,dem,1,1673008
2006,KY,3,dem,3,3296
2006,KY,3,dem,2,320743
2006,KY,3,rep,1,17197
2006,KY,3,rep,3,1020188
2006,KY,3,rep,2,247523
2006,KY,4,dem,1,950
2006,KY,4,dem,3,11519
2006,KY,4,dem,2,2702230
2006,KY,4,rep,1,2286198
2006,KY,4,rep,3,28303
2006,KY,4,rep,2,2299744
2006,KY,5,dem,1,351
2006,KY,5,dem,5,63
2006,KY,5,rep,1,8925
2006,LA,5,dem,1,17666
2006,LA,5,rep,1,6702
2006,LA,7,dem,1,9133
2006,LA,7,rep,1,4607
2006,MA,6,dem,1,2943
2006,MA,6,rep,1,23098
2006,MA,9,dem,1,8718
2006,MA,9,rep,1,30936
2006,MA,10,dem,1,1000
2006,MA,10,rep,1,35640
2006,MD,1,dem,1,252
2006,MD,1,rep,1,95
2006,MD,2,dem,1,480
2006,MD,2,rep,1,6866
2006,MD,3,dem,1,817526
2006,MD,3,rep,1,321570
2006,MD,6,dem,1,57582
2006,MD,6,rep,1,30945
2006,MD,6,rep,5,17
2006,MD,6,rep,3,4130
2006,ME,1,dem,1,3400
2006,ME,1,rep,1,1070
2006,MI,3,dem,1,3340
2006,MI,3,rep,1,3573
2006,MI,3,rep,3,197
2006,MI,4,dem,1,3392
2006,MI,4,rep,1,325847
2006,MI,4,rep,3,202
2006,MI,6,dem,1,3082
2006,MI,6,rep,1,48507
2006,MI,7,dem,1,24773
2006,MI,7,rep,1,536317
2006,MI,7,rep,3,285600
2006,MI,8,dem,1,141072
2006,MI,8,dem,3,3591
2006,MI,8,rep,1,489452
2006,MI,8,rep,3,259
2006,MI,8,rep,2,10136
2006,MI,9,dem,1,90438
2006,MI,9,rep,1,363000
2006,MI,9,rep,3,796
2006,MI,9,rep,2,2162
2006,MI,10,dem,1,3121
2006,MI,10,rep,1,206493
2006,MI,10,rep,3,134
2006,MI,11,dem,1,5057
2006,MI,11,dem,3,20193
2006,MI,11,rep,1,244921
2006,MI,11,rep,3,173
2006,MN,4,dem,1,8490
2006,MN,4,dem,5,54
2006,MN,4,rep,1,29642
2006,MN,4,rep,3,77
2006,MO,1,dem,1,99617
2006,MO,1,rep,1,1421
2006,MO,1,rep,3,1505
2006,MO,4,dem,1,15289
2006,MO,4,dem,3,110
2006,MO,4,rep,1,7242
2006,MO,4,rep,3,869
2006,MO,5,dem,1,39565
2006,MO,5,rep,1,4891
2006,MO,5,rep,3,869
2006,MO,8,dem,1,4970
2006,MO,8,rep,1,272361
2006,MO,8,rep,3,110
2006,MO,9,dem,1,35884
2006,MO,9,rep,1,8546
2006,MO,9,rep,3,1393
2006,MS,1,dem,1,5142
2006,MS,1,rep,1,105853
2006,MS,2,dem,1,7850
2006,MS,2,dem,5,3380
2006,MS,2,dem,3,49084
2006,MS,2,dem,2,2849
2006,MS,2,rep,1,18553
2006,MS,2,rep,3,771
2006,NC,2,dem,1,49762
2006,NC,2,rep,1,15460
2006,NC,3,dem,1,6779
2006,NC,3,rep,1,176960
2006,NC,3,rep,5,45
2006,NC,3,rep,3,130
2006,NC,4,dem,1,72829
2006,NC,4,rep,1,6570
2006,NC,4,rep,3,130
2006,NC,5,dem,1,824
2006,NC,5,rep,1,108528
2006,NC,5,rep,3,130
2006,NC,6,dem,1,1499
2006,NC,6,rep,1,86263
2006,NC,6,rep,3,130
2006,NC,7,dem,1,404811
2006,NC,7,dem,3,130
2006,NC,7,rep,1,196
2006,NC,8,dem,1,434533
2006,NC,8,dem,3,201996
2006,NC,8,rep,1,6592
2006,NC,8,rep,3,11040
2006,NC,9,dem,1,1094
2006,NC,9,rep,1,20966
2006,NC,9,rep,3,130
2006,NC,10,dem,1,4032
2006,NC,10,rep,1,55061
2006,NC,11,dem,1,1005929
2006,NC,11,dem,5,16887
2006,NC,11,dem,3,264013
2006,NC,11,dem,2,118496
2006,NC,11,rep,1,6326
2006,NC,11,rep,3,28849
2006,NC,11,rep,2,1501613
2006,NC,12,dem,1,24329
2006,NC,12,dem,5,4
2006,NC,12,rep,1,33814
2006,NC,13,dem,1,945987
2006,NC,13,dem,5,4
2006,NC,13,rep,1,912294
2006,NC,13,rep,3,1030
2006,ND,1,dem,1,418111
2006,ND,1,rep,1,33920
2006,NE,1,dem,1,13798
2006,NE,1,dem,3,3128
2006,NE,1,rep,1,556120
2006,NE,1,rep,3,8452
2006,NE,2,dem,1,11745
2006,NE,2,rep,1,6086
2006,NE,2,rep,3,701
2006,NE,3,dem,1,10611
2006,NE,3,dem,3,1812
2006,NE,3,dem,2,217979
2006,NE,3,rep,1,9531
2006,NE,3,rep,3,104415
2006,NE,3,rep,2,124358
2006,NH,1,dem,1,147587
2006,NH,1,dem,2,5672
2006,NH,1,rep,1,7746
2006,NH,1,rep,2,21000
2006,NJ,2,dem,1,14212
2006,NJ,2,rep,1,11215
2006,NJ,4,dem,1,500
2006,NJ,4,rep,1,76809
2006,NJ,4,rep,3,9259
2006,NJ,5,dem,1,2185
2006,NJ,5,dem,5,8041
2006,NJ,5,rep,1,109019
2006,NJ,5,rep,3,15073
2006,NJ,6,dem,1,12775
2006,NJ,6,rep,1,2500
2006,NJ,6,rep,3,2374
2006,NJ,7,dem,1,300
2006,NJ,7,dem,5,4
2006,NJ,7,dem,3,620
2006,NJ,7,dem,2,103658
2006,NJ,7,rep,1,1825
2006,NJ,7,rep,5,4533
2006,NJ,7,rep,3,21075
2006,NJ,8,dem,1,38195
2006,NJ,8,rep,1,122595
2006,NJ,8,rep,3,1083
2006,NM,1,dem,1,1763347
2006,NM,1,dem,5,68250
2006,NM,1,dem,3,1200420
2006,NM,1,dem,2,2009557
2006,NM,1,rep,1,71156
2006,NM,1,rep,3,823195
2006,NM,1,rep,2,2019189
2006,NV,1,dem,1,145
2006,NV,1,dem,5,54
2006,NV,1,rep,1,80813
2006,NV,3,dem,1,145
2006,NV,3,dem,3,1132970
2006,NV,3,dem,2,311800
2006,NV,3,rep,1,275
2006,NV,3,rep,3,5407
2006,NV,3,rep,2,465855
2006,NY,1,dem,1,23336
2006,NY,1,dem,5,4
2006,NY,1,rep,1,111637
2006,NY,3,dem,1,336762
2006,NY,3,rep,1,1750
2006,NY,3,rep,3,549
2006,NY,13,dem,1,4661
2006,NY,13,rep,1,54198
2006,NY,14,dem,1,60079
2006,NY,14,dem,5,54
2006,NY,14,rep,1,450
2006,NY,18,dem,1,40481
2006,NY,18,dem,5,4
2006,NY,18,dem,3,448
2006,NY,18,rep,1,224
2006,NY,20,dem,1,1701780
2006,NY,20,dem,5,1049
2006,NY,20,dem,3,331489
2006,NY,20,dem,2,785263
2006,NY,20,rep,1,124762
2006,NY,20,rep,5,14839
2006,NY,20,rep,2,595653
2006,NY,23,dem,1,52995
2006,NY,23,rep,1,410566
2006,NY,24,dem,1,40455
2006,NY,24,dem,3,58661
2006,NY,24,dem,2,1798021
2006,NY,24,rep,1,1242028
2006,NY,24,rep,3,20336
2006,NY,24,rep,2,2191983
2006,NY,25,dem,1,10000
2006,NY,25,dem,5,5070
2006,NY,25,dem,3,83
2006,NY,25,dem,2,448310
2006,NY,25,rep,1,658699
2006,NY,25,rep,3,53105
2006,NY,25,rep,2,371242
2006,NY,26,dem,1,1701517
2006,NY,26,dem,3,250031
2006,NY,26,dem,2,423624
2006,NY,26,rep,1,12345
2006,NY,26,rep,3,36508
2006,NY,26,rep,2,1026525
2006,NY,28,dem,1,38119
2006,NY,28,dem,5,4
2006,NY,28,rep,1,13655
2006,NY,29,dem,1,639925
2006,NY,29,dem,3,140775
2006,NY,29,rep,1,25704
2006,NY,29,rep,3,8520
2006,NY,29,rep,2,233106
2006,OH,1,dem,1,1491245
2006,OH,1,dem,3,692956
2006,OH,1,dem,2,1276862
2006,OH,1,rep,1,2246792
2006,OH,1,rep,5,2136
2006,OH,1,rep,3,33824
2006,OH,1,rep,2,1457413
2006,OH,2,dem,1,2755
2006,OH,2,dem,3,409845
2006,OH,2,dem,2,252000
2006,OH,2,rep,1,972017
2006,OH,2,rep,5,304
2006,OH,2,rep,3,45124
2006,OH,2,rep,2,353806
2006,OH,4,dem,1,57805
2006,OH,4,rep,1,757657
2006,OH,4,rep,3,113667
2006,OH,5,dem,1,17483
2006,OH,5,dem,3,302
2006,OH,5,rep,1,200
2006,OH,5,rep,3,261
2006,OH,7,dem,1,4893
2006,OH,7,rep,1,884351
2006,OH,7,rep,3,289
2006,OH,10,dem,1,15866
2006,OH,10,rep,1,6542
2006,OH,10,rep,3,178
2006,OH,12,dem,1,1677
2006,OH,12,dem,3,3200
2006,OH,12,rep,1,1784910
2006,OH,12,rep,3,508
2006,OH,13,dem,1,341705
2006,OH,13,dem,5,54
2006,OH,13,dem,3,200861
2006,OH,13,rep,1,41033
2006,OH,13,rep,3,9310
2006,OH,13,rep,2,21074
2006,OH,14,dem,1,39195
2006,OH,14,dem,2,6217
2006,OH,14,rep,1,2774
2006,OH,14,rep,3,267
2006,OH,15,dem,1,16189
2006,OH,15,dem,5,5527
2006,OH,15,dem,3,1135205
2006,OH,15,dem,2,1637158
2006,OH,15,rep,1,296827
2006,OH,15,rep,5,2281
2006,OH,15,rep,3,97330
2006,OH,15,rep,2,1803352
2006,OK,1,dem,1,1883
2006,OK,1,rep,1,242992
2006,OK,1,rep,3,3330
2006,OK,3,dem,1,8670
2006,OK,3,rep,1,153806
2006,OK,4,dem,1,12570
2006,OK,4,rep,1,296750
2006,OK,5,dem,1,44349
2006,OK,5,rep,1,790638
2006,OR,1,dem,1,4054
2006,OR,1,rep,1,7745
2006,OR,2,dem,1,31046
2006,OR,2,rep,1,294039
2006,OR,3,dem,1,124737
2006,OR,3,dem,5,35
2006,OR,3,dem,3,250
2006,OR,3,rep,1,341
2006,OR,4,dem,1,99303
2006,OR,4,dem,5,1545
2006,OR,4,rep,1,650
2006,OR,4,rep,3,255
2006,OR,5,dem,1,5267
2006,OR,5,dem,5,2013
2006,OR,5,dem,3,6072
2006,OR,5,rep,1,66219
2006,OR,5,rep,3,255
2006,OR,5,rep,2,8235
2006,PA,3,dem,1,38347
2006,PA,3,dem,3,3119
2006,PA,3,rep,1,6233
2006,PA,3,rep,5,2339
2006,PA,3,rep,3,1410
2006,PA,6,dem,1,2236193
2006,PA,6,dem,5,3384
2006,PA,6,dem,3,219413
2006,PA,6,dem,2,2986145
2006,PA,6,rep,1,1422544
2006,PA,6,rep,5,2895
2006,PA,6,rep,3,26373
2006,PA,6,rep,2,3896245
2006,PA,7,dem,1,6416
2006,PA,7,dem,5,14697
2006,PA,7,dem,3,199983
2006,PA,7,dem,2,1926518
2006,PA,7,rep,1,1287139
2006,PA,7,rep,3,28311
2006,PA,7,rep,2,4249101
2006,PA,9,dem,1,16202
2006,PA,9,rep,1,35358
2006,PA,9,rep,5,4
2006,PA,10,dem,1,1135390
2006,PA,10,dem,5,4555
2006,PA,10,dem,3,473401
2006,PA,10,dem,2,1110668
2006,PA,10,rep,1,1265996
2006,PA,10,rep,3,11058
2006,PA,10,rep,2,1517038
2006,PA,11,dem,1,135120
2006,PA,11,rep,1,4791
2006,PA,12,dem,1,54370
2006,PA,12,dem,3,356
2006,PA,12,rep,1,280600
2006,PA,12,rep,3,41250
2006,PA,13,dem,1,1125001
2006,PA,13,dem,5,54
2006,PA,13,dem,2,6479
2006,PA,13,rep,1,34353
2006,PA,13,rep,3,2900
2006,PA,15,dem,1,6245
2006,PA,15,dem,5,2184
2006,PA,15,rep,1,2819
2006,PA,16,dem,1,66837
2006,PA,16,rep,1,103454
2006,PA,16,rep,3,60
2006,PA,18,dem,1,4934
2006,PA,18,rep,1,12689
2006,PA,18,rep,3,3782
2006,PA,19,dem,1,34222
2006,PA,19,dem,3,356
2006,PA,19,rep,1,24370
2006,PA,19,rep,3,60
2006,RI,1,dem,1,296723
2006,RI,1,rep,1,2418
2006,SC,1,dem,1,24019
2006,SC,1,rep,1,132321
2006,SC,1,rep,5,18
2006,SC,3,dem,1,4202
2006,SC,3,rep,1,7400
2006,SC,4,dem,1,28183
2006,SC,4,rep,1,86507
2006,SC,5,dem,1,1797474
2006,SC,5,dem,5,16726
2006,SC,5,dem,3,48388
2006,SC,5,rep,1,1041574
2006,SC,5,rep,3,10428
2006,SC,5,rep,2,23974
2006,SD,1,dem,1,436548
2006,SD,1,dem,2,23820
2006,SD,1,rep,1,5590
2006,SD,1,rep,3,1489
2006,TN,1,dem,1,35821
2006,TN,1,rep,1,293437
2006,TN,1,rep,3,7692
2006,TN,3,dem,1,7680
2006,TN,3,rep,1,7054
2006,TN,3,rep,3,957
2006,TN,7,dem,1,18171
2006,TN,7,rep,1,27301
2006,TN,7,rep,3,32
2006,TN,9,dem,1,20128
2006,TN,9,rep,1,30311
2006,TN,9,rep,3,61947
2006,TX,3,dem,1,2324
2006,TX,3,rep,1,72379
2006,TX,3,rep,3,312
2006,TX,4,dem,1,9737
2006,TX,4,rep,1,615285
2006,TX,4,rep,3,15
2006,TX,5,dem,1,429
2006,TX,5,rep,1,298134
2006,TX,5,rep,3,15
2006,TX,6,dem,1,3750
2006,TX,6,rep,1,85125
2006,TX,6,rep,3,15
2006,TX,7,dem,1,15108
2006,TX,7,rep,1,24668
2006,TX,7,rep,3,15
2006,TX,10,dem,1,13430
2006,TX,10,rep,1,6582
2006,TX,10,rep,3,15
2006,TX,13,dem,1,261
2006,TX,13,rep,1,7077
2006,TX,13,rep,3,15
2006,TX,14,dem,1,4213
2006,TX,14,dem,3,15
2006,TX,14,rep,1,97392
2006,TX,14,rep,3,262
2006,TX,17,dem,1,3552
2006,TX,17,dem,5,959
2006,TX,17,dem,3,4464
2006,TX,17,dem,2,217439
2006,TX,17,rep,1,37962
2006,TX,17,rep,3,30735
2006,TX,17,rep,2,30220
2006,TX,19,dem,1,48787
2006,TX,19,rep,1,13417
2006,TX,19,rep,3,15
2006,TX,24,dem,1,790
2006,TX,24,rep,1,40667
2006,TX,24,rep,3,15
2006,TX,26,dem,1,750
2006,TX,26,rep,1,48421
2006,TX,26,rep,3,15
2006,TX,27,dem,1,202478
2006,TX,27,dem,3,15
2006,TX,27,rep,1,69982
2006,TX,29,dem,1,8227
2006,TX,29,dem,5,4
2006,TX,29,rep,1,275
2006,TX,31,dem,1,60909
2006,TX,31,rep,1,89607
2006,TX,31,rep,3,15
2006,UT,1,dem,1,18339
2006,UT,1,rep,1,21348
2006,UT,3,dem,1,24195
2006,UT,3,rep,1,118078
2006,VA,2,dem,1,3673
2006,VA,2,dem,3,734996
2006,VA,2,dem,2,1163281
2006,VA,2,rep,1,1300238
2006,VA,2,rep,3,24579
2006,VA,2,rep,2,1281601
2006,VA,7,dem,1,34038
2006,VA,7,rep,1,196016
2006,VA,7,rep,3,58
2006,VA,8,dem,1,9006
2006,VA,8,dem,5,4
2006,VA,8,dem,2,4473
2006,VA,8,rep,1,26723
2006,VA,8,rep,3,982
2006,VA,9,dem,1,7534
2006,VA,9,rep,1,16789
2006,VA,9,rep,3,780
2006,VA,10,dem,1,19194
2006,VA,10,dem,3,1184
2006,VA,10,rep,1,900
2006,VA,10,rep,3,3813
2006,VA,11,dem,1,115519
2006,VA,11,rep,1,19389
2006,VA,11,rep,3,1848
2006,VT,1,dem,1,6304
2006,VT,1,dem,5,4
2006,VT,1,dem,2,423750
2006,VT,1,rep,1,409798
2006,VT,1,rep,2,714795
2006,WA,3,dem,1,142696
2006,WA,3,rep,1,31942
2006,WA,4,dem,1,39344
2006,WA,4,dem,3,3348
2006,WA,4,rep,1,2515
2006,WA,7,dem,1,2724
2006,WA,7,dem,5,4
2006,WA,7,rep,1,5100
2006,WA,8,dem,1,1932073
2006,WA,8,dem,5,15569
2006,WA,8,dem,3,737471
2006,WA,8,dem,2,2024708
2006,WA,8,rep,1,2700
2006,WA,8,rep,3,25167
2006,WA,8,rep,2,2346124
2006,WI,2,dem,1,4822
2006,WI,2,dem,5,54
2006,WI,2,rep,1,25534
2006,WI,3,dem,1,18821
2006,WI,3,rep,1,33502
2006,WI,3,rep,3,35
2006,WI,4,dem,1,10697
2006,WI,4,dem,5,54
2006,WI,4,rep,1,4898
2006,WI,7,dem,1,155
2006,WI,7,rep,1,31967
2006,WI,7,rep,3,35
2006,WI,8,dem,1,380373
2006,WI,8,dem,3,349709
2006,WI,8,dem,2,1140713
2006,WI,8,rep,1,1804408
2006,WI,8,rep,3,102234
2006,WI,8,rep,2,1183809
2006,WV,1,dem,1,130238
2006,WV,1,dem,3,15666
2006,WV,1,rep,1,170958
2006,WV,1,rep,2,36967
2006,WV,2,dem,1,99276
2006,WV,2,dem,2,2268
2006,WV,2,rep,1,5900
2006,WV,2,rep,3,369
2006,WV,2,rep,2,24510
2006,WY,1,dem,1,532305
2006,WY,1,rep,1,18074
2006,WY,1,rep,3,48734
2006,WY,1,rep,2,257318
2008,AK,1,dem,1,331438
2008,AK,1,dem,5,24791
2008,AK,1,dem,3,400128
2008,AK,1,dem,2,1298401
2008,AK,1,rep,1,592229
2008,AK,1,rep,3,160105
2008,AL,2,dem,1,704482
2008,AL,2,dem,2,1274853
2008,AL,2,rep,1,1641574
2008,AL,2,rep,3,4630
2008,AL,2,rep,2,597461
2008,AL,3,dem,1,584107
2008,AL,3,rep,1,1158031
2008,AL,4,dem,1,1570
2008,AL,4,rep,1,55843
2008,AZ,1,dem,1,777381
2008,AZ,1,dem,5,6
2008,AZ,1,dem,3,1204
2008,AZ,1,dem,2,2050417
2008,AZ,1,rep,1,567
2008,AZ,1,rep,3,54802
2008,AZ,1,rep,2,1500
2008,AZ,2,dem,1,20461
2008,AZ,2,rep,1,235
2008,AZ,2,rep,3,15
2008,AZ,5,dem,1,745
2008,AZ,5,dem,5,6
2008,AZ,5,dem,3,17501
2008,AZ,5,dem,2,1343970
2008,AZ,5,rep,1,956
2008,AZ,5,rep,3,36659
2008,AZ,5,rep,2,66496
2008,AZ,6,dem,1,2512
2008,AZ,6,rep,1,242739
2008,CA,2,dem,1,11853
2008,CA,2,rep,1,154782
2008,CA,2,rep,2,63
2008,CA,3,dem,1,369682
2008,CA,3,dem,5,30
2008,CA,3,rep,1,412536
2008,CA,4,dem,1,1113904
2008,CA,4,dem,5,65599
2008,CA,4,dem,2,811994
2008,CA,4,rep,1,2274995
2008,CA,4,rep,3,37628
2008,CA,4,rep,2,180904
2008,CA,8,dem,1,15730
2008,CA,8,dem,5,23
2008,CA,8,rep,1,63517
2008,CA,8,rep,2,21675
2008,CA,10,dem,1,13014
2008,CA,10,dem,5,23
2008,CA,10,dem,2,424
2008,CA,10,rep,1,31653
2008,CA,11,dem,1,981209
2008,CA,11,dem,5,430
2008,CA,11,dem,3,794823
2008,CA,11,dem,2,585724
2008,CA,11,rep,1,1549257
2008,CA,11,rep,3,33629
2008,CA,11,rep,2,334974
2008,CA,12,dem,1,27255
2008,CA,12,dem,5,23
2008,CA,12,rep,1,12944
2008,CA,17,dem,1,139404
2008,CA,17,dem,5,33
2008,CA,17,dem,2,974
2008,CA,17,rep,1,1355
2008,CA,20,dem,1,169447
2008,CA,20,rep,1,3802
2008,CA,21,dem,1,360
2008,CA,21,rep,1,14989
2008,CA,23,dem,1,30156
2008,CA,23,dem,5,1444
2008,CA,23,dem,3,121
2008,CA,23,dem,2,4121
2008,CA,23,rep,1,16479
2008,CA,23,rep,3,162
2008,CA,25,dem,1,760
2008,CA,25,dem,2,86
2008,CA,25,rep,1,6800
2008,CA,27,dem,1,12866
2008,CA,27,dem,5,23
2008,CA,27,rep,1,15649
2008,CA,29,dem,1,4218
2008,CA,29,dem,5,23
2008,CA,29,rep,1,38370
2008,CA,42,dem,1,213046
2008,CA,42,dem,2,109
2008,CA,42,rep,1,70426
2008,CA,44,dem,1,7154
2008,CA,44,rep,1,236102
2008,CA,44,rep,5,23
2008,CA,46,dem,1,389315
2008,CA,46,dem,3,2685
2008,CA,46,dem,2,131
2008,CA,46,rep,1,378975
2008,CA,47,dem,1,5620
2008,CA,47,dem,5,23
2008,CA,47,dem,3,1707
2008,CA,47,rep,1,750
2008,CA,50,dem,1,508117
2008,CA,50,rep,1,699224
2008,CA,50,rep,5,23
2008,CA,50,rep,2,12951
2008,CA,53,dem,1,360
2008,CA,53,dem,5,23
2008,CA,53,rep,1,5741
2008,CA,53,rep,2,250
2008,CO,2,dem,1,92407
2008,CO,2,rep,1,51339
2008,CO,2,rep,3,47341
2008,CO,3,dem,1,1150
2008,CO,3,rep,1,5589
2008,CO,4,dem,1,250
2008,CO,4,dem,5,1301093
2008,CO,4,dem,3,205772
2008,CO,4,dem,2,1111294
2008,CO,4,rep,1,1760166
2008,CO,4,rep,5,20132
2008,CO,4,rep,3,30926
2008,CO,4,rep,2,905257
2008,CO,6,dem,1,35095
2008,CO,6,rep,1,88314
2008,CO,6,rep,3,12030
2008,CO,7,dem,1,9506
2008,CO,7,dem,5,6
2008,CO,7,rep,1,10720
2008,CO,7,rep,3,11404
2008,CT,1,dem,1,54354
2008,CT,1,dem,2,895
2008,CT,1,rep,1,450
2008,CT,1,rep,2,100
2008,CT,2,dem,1,936831
2008,CT,2,dem,5,210
2008,CT,2,dem,3,2140
2008,CT,2,dem,2,845
2008,CT,2,rep,1,111717
2008,CT,2,rep,2,94996
2008,CT,4,dem,1,130353
2008,CT,4,dem,2,1300974
2008,CT,4,rep,1,1447442
2008,CT,4,rep,3,1033160
2008,CT,4,rep,2,21687
2008,CT,5,dem,1,3985
2008,CT,5,dem,5,210
2008,CT,5,dem,3,60000
2008,CT,5,rep,1,467
2008,CT,5,rep,2,42320
2008,DE,1,dem,1,150
2008,DE,1,rep,1,65574
2008,FL,2,dem,1,382
2008,FL,2,rep,1,805
2008,FL,2,rep,3,3
2008,FL,4,dem,1,10934
2008,FL,4,rep,1,246356
2008,FL,4,rep,3,3
2008,FL,5,dem,1,16199
2008,FL,5,rep,1,11518
2008,FL,6,dem,1,74440
2008,FL,6,rep,1,16792
2008,FL,6,rep,3,3
2008,FL,10,dem,1,22282
2008,FL,10,rep,1,56634
2008,FL,12,dem,1,12189
2008,FL,12,rep,1,186918
2008,FL,12,rep,3,3
2008,FL,14,dem,1,212
2008,FL,14,rep,1,7762
2008,FL,15,dem,1,69283
2008,FL,15,rep,1,1334
2008,FL,15,rep,3,12559
2008,FL,16,dem,1,42162
2008,FL,16,dem,2,440076
2008,FL,16,rep,1,591950
2008,FL,16,rep,3,23439
2008,FL,16,rep,2,152624
2008,FL,18,dem,1,196190
2008,FL,18,dem,3,3297
2008,FL,18,rep,1,1313408
2008,FL,18,rep,3,21533
2008,FL,21,dem,1,69863
2008,FL,21,dem,2,943616
2008,FL,21,rep,1,58632
2008,FL,21,rep,3,12215
2008,FL,21,rep,2,1601666
2008,FL,22,dem,1,572998
2008,FL,22,rep,1,133415
2008,FL,22,rep,3,10081
2008,FL,22,rep,2,80692
2008,FL,24,dem,1,465
2008,FL,24,dem,3,14744
2008,FL,24,dem,2,1193282
2008,FL,24,rep,1,1284
2008,FL,24,rep,3,222183
2008,GA,1,dem,1,20101
2008,GA,1,rep,1,321832
2008,GA,3,dem,1,31418
2008,GA,3,rep,1,450
2008,GA,6,dem,1,102432
2008,GA,6,rep,1,909
2008,GA,6,rep,3,50000
2008,GA,8,dem,1,428355
2008,GA,8,dem,3,31988
2008,GA,8,rep,1,3851
2008,GA,8,rep,2,35330
2008,GA,9,dem,1,14265
2008,GA,9,rep,1,164167
2008,GA,10,dem,1,20579
2008,GA,10,rep,1,51648
2008,GA,10,rep,3,2025
2008,GA,12,dem,1,5002
2008,GA,12,dem,2,9770
2008,GA,12,rep,1,141080
2008,GA,12,rep,3,688
2008,GA,12,rep,2,47412
2008,IA,1,dem,1,1150
2008,IA,1,dem,5,6
2008,IA,1,dem,2,308
2008,IA,1,rep,1,17446
2008,IA,1,rep,3,572
2008,IA,1,rep,2,133028
2008,IA,4,dem,1,77138
2008,IA,4,dem,5,6
2008,IA,4,dem,3,941
2008,IA,4,rep,1,34391
2008,IA,4,rep,3,1044
2008,IA,5,dem,1,24998
2008,IA,5,dem,5,6
2008,IA,5,rep,1,216323
2008,IA,5,rep,3,517
2008,ID,1,dem,1,1345720
2008,ID,1,dem,5,6
2008,ID,1,dem,2,508002
2008,ID,1,rep,1,358817
2008,ID,1,rep,3,37173
2008,ID,1,rep,2,385728
2008,ID,2,dem,1,534
2008,ID,2,rep,1,1463
2008,ID,2,rep,3,2
2008,IL,1,dem,1,28624
2008,IL,1,dem,5,20
2008,IL,1,dem,3,185
2008,IL,1,rep,1,13653
2008,IL,6,dem,1,1270
2008,IL,6,dem,5,25
2008,IL,6,dem,3,289
2008,IL,6,rep,1,6795
2008,IL,6,rep,3,9335
2008,IL,6,rep,2,7763
2008,IL,8,dem,1,1314104
2008,IL,8,dem,5,646
2008,IL,8,rep,1,12242
2008,IL,8,rep,2,86616
2008,IL,10,dem,1,1815727
2008,IL,10,dem,3,30127
2008,IL,10,dem,2,2048394
2008,IL,10,rep,1,2663257
2008,IL,10,rep,5,228
2008,IL,10,rep,3,190658
2008,IL,13,dem,1,374293
2008,IL,13,rep,1,7233
2008,IL,13,rep,5,266
2008,IL,13,rep,3,1204
2008,IL,16,dem,1,33366
2008,IL,16,rep,1,361490
2008,IL,18,dem,1,268837
2008,IL,18,dem,5,17
2008,IL,18,rep,1,119937
2008,IL,18,rep,3,4267
2008,IL,19,dem,1,18763
2008,IL,19,rep,1,88783
2008,IN,1,dem,1,31667
2008,IN,1,rep,1,2353
2008,IN,2,dem,1,17904
2008,IN,2,dem,3,4
2008,IN,2,rep,1,71172
2008,IN,3,dem,1,613028
2008,IN,3,dem,3,1132
2008,IN,3,dem,2,614094
2008,IN,3,rep,1,668916
2008,IN,3,rep,3,64815
2008,IN,3,rep,2,340604
2008,IN,4,dem,1,233264
2008,IN,4,rep,1,431750
2008,IN,4,rep,3,4
2008,IN,5,dem,1,1000
2008,IN,5,rep,1,110
2008,IN,5,rep,3,4
2008,IN,6,dem,1,7440
2008,IN,6,rep,1,255590
2008,IN,6,rep,3,4
